"toon_num";"N_toon";"Toon_category";"Toon_link";"Toon_platform";"Toon_likes";"Toon_update";"Toon_imagelink";"Toon_newupdate";"Toon_Hit_toon"
0;"참교육";" #액션/#블루스트링/#사이다/#학원물/#먼치킨/#다크히어로/";"https://comic.naver.com/webtoon/list?titleId=758037&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/758037/thumbnail/thumbnail_IMAG21_15cb2611-34c0-4f02-a689-41d0b1016579.jpg";0;0
1;"뷰티풀 군바리";" #드라마/#직업드라마/#밀리터리/";"https://comic.naver.com/webtoon/list?titleId=648419&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/648419/thumbnail/thumbnail_IMAG21_d9398229-cbfd-47dc-9208-0a6fb936f3a7.jpg";0;0
2;"신의 탑";" #판타지/#세계관/#이능력배틀물/#소년왕도물/#먼치킨/";"https://comic.naver.com/webtoon/list?titleId=183559&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/183559/thumbnail/thumbnail_IMAG21_5f3fec31-5c95-4afe-a73f-3046288edb47.jpg";0;0
3;"백수세끼";" #드라마/#음식&요리/#감성드라마/";"https://comic.naver.com/webtoon/list?titleId=733074&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/733074/thumbnail/thumbnail_IMAG21_80df3e76-47af-4007-b57c-e8f2830835e5.jpg";0;0
4;"퀘스트지상주의";" #드라마/#게임판타지/#학원물/";"https://comic.naver.com/webtoon/list?titleId=783052&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/783052/thumbnail/thumbnail_IMAG21_800f4c56-26ac-419e-9ed0-baf322311dea.jpg";0;0
5;"윈드브레이커";" #스포츠/#스포츠성장/";"https://comic.naver.com/webtoon/list?titleId=602910&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/602910/thumbnail/thumbnail_IMAG21_e861f2cf-6157-4d33-8e02-7b4cbf0a8baf.jpg";0;0
6;"장씨세가 호위무사";" #무협/사극/#사이다/#힘숨찐/#판무/#먼치킨/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=728750&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/728750/thumbnail/thumbnail_IMAG21_47c21251-b213-4882-bacc-15adce1acfc8.jpg";0;0
7;"똑 닮은 딸";" #스릴러/#2020 지상최대공모전/#서스펜스/";"https://comic.naver.com/webtoon/list?titleId=774866&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/774866/thumbnail/thumbnail_IMAG21_46cf2e65-7b7c-4fb7-8f54-0078456d8ff0.jpg";0;0
8;"소녀의 세계";" #드라마/#학원로맨스/#하이틴/#직진남/#삼각관계/#까칠남/#감성드라마/";"https://comic.naver.com/webtoon/list?titleId=654774&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/654774/thumbnail/thumbnail_IMAG21_4048794550434817075.jpg";0;0
9;"버림받은 왕녀의 은밀한 침실";" ";"https://comic.naver.com/webtoon/list?titleId=796867&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/796867/thumbnail/thumbnail_IMAG21_77aa5064-b42b-4838-912e-2c6266c53a74.jpg";0;0
10;"신화급 귀속 아이템을 손에 넣었다";" #판타지/#아포칼립스/#사이다/#게임판타지/#회귀/#헌터물/#소년왕도물/#먼치킨///";"https://comic.naver.com/webtoon/list?titleId=795297&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/795297/thumbnail/thumbnail_IMAG21_4134925888999731505.jpg";0;0
11;"앵무살수";" #판타지/#판무/";"https://comic.naver.com/webtoon/list?titleId=739115&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/739115/thumbnail/thumbnail_IMAG21_7077747896626722102.jpg";0;0
12;"별난식당";" #드라마/#지금추천작/#힐링/#직업드라마/#음식&요리/#성장드라마/";"https://comic.naver.com/webtoon/list?titleId=806189&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/806189/thumbnail/thumbnail_IMAG21_292de414-bd9a-418d-a4e9-d97060398223.jpg";0;0
13;"우아한 욕망";" ";"https://comic.naver.com/webtoon/list?titleId=813552&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/813552/thumbnail/thumbnail_IMAG21_c81f8080-3781-4789-9411-a171d501b01a.jpg";0;0
14;"ㅋㅋ단편.zip";" #개그/";"https://comic.naver.com/webtoon/list?titleId=814541&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814541/thumbnail/thumbnail_IMAG21_18a2bffa-6c6e-4884-ab41-45b4646cabe3.jpg";1;0
15;"절대검감";" #무협/사극/#환골탈태/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=796075&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/796075/thumbnail/thumbnail_IMAG21_31f75c4c-81c9-454a-8d92-9e23b577e1a5.jpg";0;0
16;"퍼니게임";" #스릴러/";"https://comic.naver.com/webtoon/list?titleId=801035&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/801035/thumbnail/thumbnail_IMAG21_01fd148f-edb2-4ada-9571-910981ec3376.jpg";0;0
17;"2023 루키 단편선";" #드라마/#힐링/#현실로맨스/#회귀/#학원로맨스/#성장드라마/#감성드라마/";"https://comic.naver.com/webtoon/list?titleId=816636&tab=mon";1;0;1;"https://image-comic.pstatic.net/webtoon/816636/thumbnail/thumbnail_IMAG21_0aaf3571-5f8a-4b86-a086-b038a27e3aed.jpg";1;0
18;"만렙돌파";" #판타지/#고인물/#게임판타지/#먼치킨/";"https://comic.naver.com/webtoon/list?titleId=759940&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/759940/thumbnail/thumbnail_IMAG21_3976787538998813497.jpg";0;0
19;"개같이 탈출";" #드라마/#성장물/#2022 지상최대공모전/#무해한/#힐링/#좀비/#동물/";"https://comic.naver.com/webtoon/list?titleId=814594&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814594/thumbnail/thumbnail_IMAG21_8746b12b-566e-4375-b0ab-1eaf48e17a1d.jpg";1;0
20;"잔불의 기사";" #판타지/#세계관/#판무/#복수극/";"https://comic.naver.com/webtoon/list?titleId=768536&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/768536/thumbnail/thumbnail_IMAG21_91c5c081-77e6-4516-a503-2f45aad57401.jpg";0;0
21;"나 없는 단톡방";" #드라마/#요즘핫한추천작/#학원물/";"https://comic.naver.com/webtoon/list?titleId=805907&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/805907/thumbnail/thumbnail_IMAG21_ab626e51-db74-46ff-8fdb-4a62edbc4fd1.jpg";0;0
22;"좀비묵시록 82-08";" #액션/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=814742&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814742/thumbnail/thumbnail_IMAG21_239b2422-91ff-4649-aa83-932f90582e11.jpg";1;0
23;"순정말고 순종";" #로맨스/#로맨스코미디/#연예계/#삼각관계/";"https://comic.naver.com/webtoon/list?titleId=761461&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/761461/thumbnail/thumbnail_IMAG21_e3c857a7-900b-4085-969a-75d9127b5a38.jpg";0;0
24;"물어보는 사이";" #로맨스/#아이돌/#계약연애/#직진남/#인외존재/#연예계/#삼각관계/#뱀파이어/";"https://comic.naver.com/webtoon/list?titleId=772725&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/772725/thumbnail/thumbnail_IMAG21_7769fa4b-5f29-4622-af74-613bda6a47ef.jpg";0;0
25;"리턴 투 플레이어";" #판타지/#아포칼립스/#게임판타지/#회귀/#소년왕도물/#먼치킨/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=752414&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/752414/thumbnail/thumbnail_IMAG21_b66a0f20-01c1-4b3f-ab8e-1d5ca6f089fe.jpg";0;0
26;"미친 재능의 플레이어";" #판타지/#요즘핫한추천작/#레드아이스 스튜디오/#사이다/#히어로/#헌터물//";"https://comic.naver.com/webtoon/list?titleId=814781&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814781/thumbnail/thumbnail_IMAG21_c88e92fa-e109-47d6-8a59-912749ff3a40.jpg";1;0
27;"천재 타자가 강속구를 숨김";" #스포츠/#야구/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=807775&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/807775/thumbnail/thumbnail_IMAG21_91cb8ff9-5be3-40ba-8df9-661972577cd2.jpg";0;0
28;"히어로메이커";" #판타지/#히어로/";"https://comic.naver.com/webtoon/list?titleId=21815&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/21815/thumbnail/thumbnail_IMAG21_7292511306663934265.jpg";0;0
29;"시한부의 아이까지 뺏으려 합니다";" #로맨스/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=814362&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814362/thumbnail/thumbnail_IMAG21_16247d91-5c88-43aa-80e3-f28b2daf868d.jpg";1;0
30;"신군";" #액션/#소년왕도물/";"https://comic.naver.com/webtoon/list?titleId=783050&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/783050/thumbnail/thumbnail_IMAG21_ca9a662b-7a79-4e80-94c9-d62ebe597aad.jpg";0;0
31;"오늘은 나랑 만나";" #로맨스/";"https://comic.naver.com/webtoon/list?titleId=817081&tab=mon";1;0;1;"https://image-comic.pstatic.net/webtoon/event/thumbnail/33/817081_20230926185518.jpg";1;0
32;"칼가는 소녀";" #드라마/#최강자전/#2018 최강자전/#성장드라마/#걸크러시/#감성드라마/";"https://comic.naver.com/webtoon/list?titleId=730174&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/730174/thumbnail/thumbnail_IMAG21_301ca9ab-3938-4028-832c-48febddd6cf7.jpg";0;0
33;"루루라라 우리네 인생";" #일상/#무해한/";"https://comic.naver.com/webtoon/list?titleId=802039&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/802039/thumbnail/thumbnail_IMAG21_a7a82a34-586c-4acf-b6f2-ab052be786f1.jpg";0;0
34;"제국 제일의 상속녀가 되었습니다";" #로맨스/#햇살캐/#러블리/#다정남/#차원이동/#역하렘/#빙의/#로판//";"https://comic.naver.com/webtoon/list?titleId=814566&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814566/thumbnail/thumbnail_IMAG21_4f97cbfb-8e3e-445d-848c-ae270c22f5b0.jpg";1;0
35;"결혼생활 그림일기";" #일상/";"https://comic.naver.com/webtoon/list?titleId=741891&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/741891/thumbnail/thumbnail_IMAG21_47b971e4-00b6-451b-862e-1060bae5a80d.jpg";0;0
36;"아슈타르테";" #로맨스/#로판/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=798277&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/798277/thumbnail/thumbnail_IMAG21_f3e49f1a-befe-435f-bf83-845d8516a82b.jpg";0;0
37;"더블클릭";" #액션/#게임판타지/#스포츠성장/";"https://comic.naver.com/webtoon/list?titleId=769663&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/769663/thumbnail/thumbnail_IMAG21_935bf47d-9219-4f45-8a58-d5a7af13ce51.jpg";0;0
38;"오빠집이 비어서";" #로맨스/#계약연애/#연예계/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=780414&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/780414/thumbnail/thumbnail_IMAG21_fc2621b0-84c3-404d-a18d-5925dba6ab77.jpg";0;0
39;"파견체";" #판타지/#sf/#인외존재/";"https://comic.naver.com/webtoon/list?titleId=791256&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/791256/thumbnail/thumbnail_IMAG21_3833187132113172581.jpg";0;0
40;"인섹터";" #판타지/#힘숨찐/#이능력배틀물/#다크히어로/";"https://comic.naver.com/webtoon/list?titleId=801710&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/801710/thumbnail/thumbnail_IMAG21_b65d115a-9224-4d45-9773-18addbc432d3.jpg";0;0
41;"제왕";" #액션/#성장물/#범죄/#두뇌싸움/#느와르/";"https://comic.naver.com/webtoon/list?titleId=783535&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/783535/thumbnail/thumbnail_IMAG21_4b6a83cd-a5e9-408f-bbac-244f25240394.jpg";0;0
42;"서브 남주가 파업하면 생기는 일";" #판타지/#로판/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=803518&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/803518/thumbnail/thumbnail_IMAG21_32d146f5-7e22-4fe4-bc73-92b2e446d7f7.jpg";0;0
43;"꿈의 기업";" #스릴러/#아포칼립스/#sf/";"https://comic.naver.com/webtoon/list?titleId=687915&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/687915/thumbnail/thumbnail_IMAG21_d46ad6b8-e9a8-4bc8-b501-e62adfee0eb6.jpg";0;0
44;"쥴리에타의 드레스 업";" #로맨스/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=808711&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/808711/thumbnail/thumbnail_IMAG21_d0fb6e8e-bae0-4561-b537-bd84a6b3cb09.jpg";0;0
45;"달로 만든 아이";" #판타지/#최강자전/#2020 최강자전/#오컬트/";"https://comic.naver.com/webtoon/list?titleId=784107&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/784107/thumbnail/thumbnail_IMAG21_98a19f14-de9a-491d-bc11-a3103e7e671d.jpg";0;0
46;"날 먹는 건 금지양!";" #로맨스/#러블리/#소꿉친구/#힐링/#학원로맨스/#친구>연인/#인외존재/";"https://comic.naver.com/webtoon/list?titleId=817019&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/817019/thumbnail/thumbnail_IMAG21_6845792d-40db-4cd9-ab7a-9b86995f3383.jpg";1;0
47;"엘프";" #판타지/#세계관/";"https://comic.naver.com/webtoon/list?titleId=808776&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/808776/thumbnail/thumbnail_IMAG21_fb25d2f3-790c-48db-beaf-c2504f4ed4c0.jpg";0;0
48;"사이다걸";" #드라마/";"https://comic.naver.com/webtoon/list?titleId=800333&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/800333/thumbnail/thumbnail_IMAG21_407ea651-d14f-47af-9e06-8813e7160421.jpeg";0;0
49;"악녀교실";" #드라마/#사이다/#학원물/#복수극/";"https://comic.naver.com/webtoon/list?titleId=814116&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/814116/thumbnail/thumbnail_IMAG21_81d8f011-e821-42a0-9556-1f0f9690b178.jpg";0;0
50;"어느날 짝남에게 공작님이 빙의했다";" #로맨스/#무해한/#최강자전/#학원로맨스/";"https://comic.naver.com/webtoon/list?titleId=816528&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/816528/thumbnail/thumbnail_IMAG21_12b8af45-dcdb-4a37-8ccf-b597e490e55c.jpg";1;0
51;"컨트롤X";" #로맨스/#2022 지상최대공모전/#전남친/#연예계/#걸크러시/";"https://comic.naver.com/webtoon/list?titleId=812403&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/812403/thumbnail/thumbnail_IMAG21_bc35a097-4b19-43bf-849e-26f8712bd65f.jpg";0;0
52;"피폐물의 해피엔딩을 위하여";" #로맨스/#빙의/#로판/#구원서사/";"https://comic.naver.com/webtoon/list?titleId=805437&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/805437/thumbnail/thumbnail_IMAG21_e830e751-20be-4c57-a6ff-f299588d05b6.jpg";0;0
53;"입술이 예쁜 남자";" #로맨스/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=791629&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/791629/thumbnail/thumbnail_IMAG21_4122541015824753209.jpg";0;0
54;"헬크래프트";" #판타지/#서스펜스/#두뇌싸움/";"https://comic.naver.com/webtoon/list?titleId=800034&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/800034/thumbnail/thumbnail_IMAG21_a340a6df-b77c-436a-a729-70927915634d.jpg";0;0
55;"라서드";" #판타지/";"https://comic.naver.com/webtoon/list?titleId=756140&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/756140/thumbnail/thumbnail_IMAG21_7c527b6e-773f-40c8-aa1a-5cbd9e7dc482.jpg";0;0
56;"마이너스의 손";" #판타지/#최강자전/#2015 최강자전/";"https://comic.naver.com/webtoon/list?titleId=679568&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/679568/thumbnail/thumbnail_IMAG21_0e7abd73-060d-42eb-afed-65cafc457104.jpg";0;0
57;"하루의 하루";" #드라마/";"https://comic.naver.com/webtoon/list?titleId=774302&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/774302/thumbnail/thumbnail_IMAG21_4121973654889457249.jpg";0;0
58;"랭커";" #액션/#성장물/#서바이벌/#격투기/#소년왕도물/";"https://comic.naver.com/webtoon/list?titleId=801827&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/801827/thumbnail/thumbnail_IMAG21_46875d4a-190f-4663-bac5-0d3003263646.jpg";0;0
59;"퇴근 후에 만나요";" #로맨스/#2030연애/#로맨스코미디/#전남친/#오피스로맨스/#사내연애/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=801517&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/801517/thumbnail/thumbnail_IMAG21_0a77b0a7-0677-4228-b88b-84619093999f.jpg";0;0
60;"오늘의 비너스";" #로맨스/#환골탈태/#2021 지상최대공모전/#친구>연인/#연예계/";"https://comic.naver.com/webtoon/list?titleId=793944&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/793944/thumbnail/thumbnail_IMAG21_0c4cd9dc-26bc-4977-88ab-ec2939612bba.jpg";0;0
61;"악당과 악당이 만나면";" #로맨스/#계략여주/#직진남/#로판/#걸크러시/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=804782&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/804782/thumbnail/thumbnail_IMAG21_f09967ec-e4e8-4fb8-a8d5-a65db4c6e14e.jpg";0;0
62;"최후의 금빛아이";" #판타지/#이세계/#성장드라마/";"https://comic.naver.com/webtoon/list?titleId=772734&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/772734/thumbnail/thumbnail_IMAG21_fdecfea5-8ca1-4a32-9c55-34a30f24266d.jpg";0;0
63;"영앤리치가 아니야!";" #개그/#재벌/";"https://comic.naver.com/webtoon/list?titleId=734574&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/734574/thumbnail/thumbnail_IMAG21_8688bbf6-1067-465b-9070-4fef7c1ab1cd.jpg";0;0
64;"백호랑";" #판타지/";"https://comic.naver.com/webtoon/list?titleId=745654&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/745654/thumbnail/thumbnail_IMAG21_3978989878055821874.jpg";0;0
65;"주작연애";" #로맨스/#고자극로맨스/#최강자전/#혐관로맨스/#하이틴/#학원로맨스/";"https://comic.naver.com/webtoon/list?titleId=802854&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/802854/thumbnail/thumbnail_IMAG21_8acfafa7-d1db-42fa-9e01-3b7500650e11.jpg";0;0
66;"너를 돌려차는 방법";" #로맨스/#동아리/#소꿉친구/#로맨스코미디/#힐링/#혐관로맨스/#학원로맨스/////";"https://comic.naver.com/webtoon/list?titleId=802551&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/802551/thumbnail/thumbnail_IMAG21_04fdcd36-c440-4feb-8b3d-573b3584a32f.jpg";0;0
67;"굿바이 유교보이";" #로맨스/#계략여주/#2030연애/#계약연애/#직진남/#삼각관계/";"https://comic.naver.com/webtoon/list?titleId=798293&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/798293/thumbnail/thumbnail_IMAG21_fe6bfde6-5033-4037-9c30-eecd3fd70de3.jpg";0;0
68;"매지컬 급식:암살법사";" #판타지/#학원물/#이능력배틀물/";"https://comic.naver.com/webtoon/list?titleId=791062&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/791062/thumbnail/thumbnail_IMAG21_d358a9ab-09bc-436b-8a77-076cae2ea8d1.jpg";0;0
69;"원하나";" #드라마/#2021 최강자전/";"https://comic.naver.com/webtoon/list?titleId=804469&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/804469/thumbnail/thumbnail_IMAG21_2aa7b888-6149-4ba0-ae84-0158fd0e249c.jpeg";0;0
70;"고백어택";" #로맨스/#짝사랑/#학원로맨스/";"https://comic.naver.com/webtoon/list?titleId=807397&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/807397/thumbnail/thumbnail_IMAG21_d0a7cee2-4ded-4506-aedf-71c25675247c.jpg";0;0
71;"세번째 로망스";" #로맨스/#타임슬립/#전남친/";"https://comic.naver.com/webtoon/list?titleId=796368&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/796368/thumbnail/thumbnail_IMAG21_9f304f70-bc24-4cdc-b582-8d1b63d013e0.jpg";0;0
72;"슈퍼스타 천대리";" #감성/#음악/#연예계/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=785749&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/785749/thumbnail/thumbnail_IMAG21_7d010b0f-a77f-4449-a910-1816e2c547cc.jpg";0;0
73;"도깨비 부른다";" #판타지/";"https://comic.naver.com/webtoon/list?titleId=800618&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/800618/thumbnail/thumbnail_IMAG21_0e4be823-3c99-480c-923a-eaa554b46646.jpg";0;0
74;"집사, 주세요!";" #로맨스/#로맨스코미디/#4차원/#학원로맨스/#하이틴/#역하렘/";"https://comic.naver.com/webtoon/list?titleId=802033&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/802033/thumbnail/thumbnail_IMAG21_ccce5530-0976-4a0d-b76c-d54c5620cdd5.jpg";0;0
75;"북부 공작님을 유혹하겠습니다";" #로맨스/#로판/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=794421&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/794421/thumbnail/thumbnail_IMAG21_65e1c328-a2e5-42f6-86ef-47d7424bb44e.jpg";0;0
76;"메리의 불타는 행복회로";" #드라마/";"https://comic.naver.com/webtoon/list?titleId=797253&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/797253/thumbnail/thumbnail_IMAG21_3adf296f-505b-4824-98b0-61c28432fb2d.jpg";0;0
77;"어쌔신 크리드 - 잊혀진 사원";" #판타지/#레드아이스 스튜디오/#게임판타지/";"https://comic.naver.com/webtoon/list?titleId=808760&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/808760/thumbnail/thumbnail_IMAG21_41bce5b2-aa2a-4186-94ea-22bf8b37488a.jpg";0;0
78;"포스트 팬데믹";" #스릴러/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=807159&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/807159/thumbnail/thumbnail_IMAG21_e7c75b1e-7bc4-484b-874d-1245f114479e.jpg";0;0
79;"역주행!";" #드라마/#아이돌/#아이돌연애/#연예계/";"https://comic.naver.com/webtoon/list?titleId=776256&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/776256/thumbnail/thumbnail_IMAG21_d520a876-7403-4349-a56a-f1203882bed2.jpg";0;0
80;"루크 비셸 따라잡기";" #로맨스/#다정남/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=794939&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/794939/thumbnail/thumbnail_IMAG21_23006afc-accd-46f6-8014-c955c4aa6241.jpg";0;0
81;"토마토가 돼라!";" #로맨스/";"https://comic.naver.com/webtoon/list?titleId=805702&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/805702/thumbnail/thumbnail_IMAG21_e7e812d2-5d0a-46c6-8a39-b67a5010a7bc.jpg";0;0
82;"러브 똘츄얼리";" #로맨스/";"https://comic.naver.com/webtoon/list?titleId=811129&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/811129/thumbnail/thumbnail_IMAG21_02284133-0eb0-407a-9c4e-7381dbd7a8a4.jpg";0;0
83;"트러블리걸";" #로맨스/";"https://comic.naver.com/webtoon/list?titleId=808074&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/808074/thumbnail/thumbnail_IMAG21_d4899238-5123-443d-826c-f70b1f3618a5.jpg";0;0
84;"결혼공략";" #로맨스/#로맨스코미디/#캠퍼스로맨스/#청춘로맨스/";"https://comic.naver.com/webtoon/list?titleId=792317&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/792317/thumbnail/thumbnail_IMAG21_524ed207-a4c2-4864-b8e1-3aef96a7ba41.jpg";0;0
85;"버그이터";" #판타지/#2021 지상최대공모전/#게임판타지/#먼치킨/";"https://comic.naver.com/webtoon/list?titleId=793067&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/793067/thumbnail/thumbnail_IMAG21_3544444194497192757.jpg";0;0
86;"모스크바의 여명";" #드라마/#힐링/#소설원작/";"https://comic.naver.com/webtoon/list?titleId=772243&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/772243/thumbnail/thumbnail_IMAG21_3918807214864216674.jpg";0;0
87;"파운더";" #액션/#범죄/";"https://comic.naver.com/webtoon/list?titleId=791205&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/791205/thumbnail/thumbnail_IMAG21_7149240538535388720.jpg";0;0
88;"중독연구소";" #드라마/";"https://comic.naver.com/webtoon/list?titleId=740132&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/740132/thumbnail/thumbnail_IMAG21_d6f6e062-23d4-432a-a4be-6e1e66f63ede.jpg";0;0
89;"행운을 부탁해!";" #로맨스/#로맨스코미디/#현실로맨스/#로판/";"https://comic.naver.com/webtoon/list?titleId=799868&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/799868/thumbnail/thumbnail_IMAG21_edfa4344-9f13-4a6c-8b9f-00d08cf37a1d.jpg";0;0
90;"악취해결사";" #드라마/#최강자전/#2021 최강자전/#학원물/#성장드라마/";"https://comic.naver.com/webtoon/list?titleId=807600&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/807600/thumbnail/thumbnail_IMAG21_f1a481c2-78fb-433d-8db4-01e31b150755.jpg";0;0
91;"트리거";" #판타지/#아포칼립스/#인외존재/";"https://comic.naver.com/webtoon/list?titleId=764480&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/764480/thumbnail/thumbnail_IMAG21_9551ea28-1692-4478-a090-10ef47770f40.jpg";0;0
92;"별을 쫓는 소년들";" #판타지/#히어로/#연예계/";"https://comic.naver.com/webtoon/list?titleId=786979&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/786979/thumbnail/thumbnail_IMAG21_495b3195-2185-458e-a07b-4af0f4ff6532.jpg";0;0
93;"연애 연기대상";" #로맨스/#고자극로맨스/#2030연애/#로맨스코미디/#계약연애/#캠퍼스로맨스//";"https://comic.naver.com/webtoon/list?titleId=803123&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/803123/thumbnail/thumbnail_IMAG21_4a7c5fbd-fe54-484c-a2e6-0ec548fbbb5c.jpg";0;0
94;"찌질하지만 로맨스는 하고 싶어";" #로맨스/#현실로맨스/";"https://comic.naver.com/webtoon/list?titleId=774870&tab=mon";1;0;0;"https://image-comic.pstatic.net/webtoon/774870/thumbnail/thumbnail_IMAG21_4050252717585097522.jpg";0;0
