"toon_num";"N_toon";"Toon_category";"Toon_link";"Toon_update";"Toon_newupdate";"Toon_Hit_toon";"Toon_imagelink";"Toon_platform";"Toon_likes"
97;"대학원 탈출일지";" #일상 #하이퍼리얼리즘 ";"https://comic.naver.com/webtoon/list?titleId=790713";0;0;0;"https://image-comic.pstatic.net/webtoon/790713/thumbnail/thumbnail_IMAG21_3919364435331003700.jpg";1;0
98;"사신소년";" #액션 #이능력배틀물 #소년왕도물 #먼치킨 ";"https://comic.naver.com/webtoon/list?titleId=730656";0;0;0;"https://image-comic.pstatic.net/webtoon/730656/thumbnail/thumbnail_IMAG21_fc6d8dbf-eed2-43d0-af45-2edb3cc4244e.jpg";1;0
99;"한림체육관";" #액션 #블루스트링 #슈퍼스트링 #학원물 #소년왕도물 ";"https://comic.naver.com/webtoon/list?titleId=743139";0;0;0;"https://image-comic.pstatic.net/webtoon/743139/thumbnail/thumbnail_IMAG21_6012f944-ea1f-4328-ba22-bca09be494ee.jpg";1;0
100;"성검전설";" #개그 #2022 지상최대공모전 #고인물 #사이다 #다크히어로 #먼치킨 ";"https://comic.naver.com/webtoon/list?titleId=814356";0;0;0;"https://image-comic.pstatic.net/webtoon/814356/thumbnail/thumbnail_IMAG21_8ab854ac-f59a-4065-9287-cdfc336eb438.jpg";1;0
101;"용사가 돌아왔다";" #액션 #차원이동 #아포칼립스 #먼치킨 #다크판타지 ";"https://comic.naver.com/webtoon/list?titleId=773459";0;0;0;"https://image-comic.pstatic.net/webtoon/773459/thumbnail/thumbnail_IMAG21_e8b3af6c-d4ed-42c4-9b8d-8c19e766428e.jpg";1;0
102;"천마는 평범하게 살 수 없다";" #판타지 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=774358";0;0;0;"https://image-comic.pstatic.net/webtoon/774358/thumbnail/thumbnail_IMAG21_580067f4-3434-475f-ba51-3bbc86c6ad7d.jpg";1;0
103;"하루만 네가 되고 싶어";" #로맨스 #최강자전 #2019 최강자전 #직진남 #이세계 #역하렘 #삼각관계 #로판    ";"https://comic.naver.com/webtoon/list?titleId=738487";0;0;0;"https://image-comic.pstatic.net/webtoon/738487/thumbnail/thumbnail_IMAG21_66eac5ec-876b-469e-ab05-81261fddde8d.jpg";1;0
104;"집이 없어";" #드라마 #오컬트 #학원물 #성장드라마 ";"https://comic.naver.com/webtoon/list?titleId=721433";0;0;0;"https://image-comic.pstatic.net/webtoon/721433/thumbnail/thumbnail_IMAG21_e14d8057-378c-4208-8531-e82e1dce8dd6.jpg";1;0
105;"사변괴담";" #스릴러 #역사물 #좀비 #빙의 #괴담 ";"https://comic.naver.com/webtoon/list?titleId=804783";0;0;0;"https://image-comic.pstatic.net/webtoon/804783/thumbnail/thumbnail_IMAG21_a80f7760-3c93-4002-84d4-eece85593f84.jpg";1;0
106;"하북팽가 막내아들";" #무협/사극 #회귀 #소년왕도물 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=783877";0;0;0;"https://image-comic.pstatic.net/webtoon/783877/thumbnail/thumbnail_IMAG21_3904965231037146418.jpg";1;0
107;"시한부인 줄 알았어요!";" #로맨스 #햇살캐 #로맨스코미디 #궁중로맨스 #계약연애 #삼각관계 #로판  ";"https://comic.naver.com/webtoon/list?titleId=801711";0;0;0;"https://image-comic.pstatic.net/webtoon/801711/thumbnail/thumbnail_IMAG21_bf581fbe-7d3d-4ff6-bfd3-a973f3c65aa1.jpg";1;0
108;"궤짝";" #스릴러 ";"https://comic.naver.com/webtoon/list?titleId=802389";0;0;0;"https://image-comic.pstatic.net/webtoon/802389/thumbnail/thumbnail_IMAG21_2c396e53-5710-47b4-b9ae-0b9582454479.jpg";1;0
109;"포 더 퀸덤";" ";"https://comic.naver.com/webtoon/list?titleId=812414";0;0;0;"https://image-comic.pstatic.net/webtoon/812414/thumbnail/thumbnail_IMAG21_d6cbf0a2-9f22-4f8a-b3f9-411e39804dee.jpg";1;0
110;"초인의 게임";" #판타지 #히어로 #헌터물 #이능력배틀물 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=795658";0;0;0;"https://image-comic.pstatic.net/webtoon/795658/thumbnail/thumbnail_IMAG21_9771c54c-af6a-477c-9243-2b3bb784aae6.jpg";1;0
111;"위아더좀비";" #드라마 #2020 지상최대공모전 #아포칼립스 #좀비 #감염 #감성드라마 ";"https://comic.naver.com/webtoon/list?titleId=766648";0;0;0;"https://image-comic.pstatic.net/webtoon/766648/thumbnail/thumbnail_IMAG21_3977861984512325425.jpg";1;0
112;"도태교실";" ";"https://comic.naver.com/webtoon/list?titleId=812161";0;0;0;"https://image-comic.pstatic.net/webtoon/812161/thumbnail/thumbnail_IMAG21_076b480a-84eb-46be-b6b0-906e66902f68.jpg";1;0
113;"삼국지톡";" #무협/사극 ";"https://comic.naver.com/webtoon/list?titleId=711422";0;0;0;"https://image-comic.pstatic.net/webtoon/711422/thumbnail/thumbnail_IMAG21_fd8cb5db-01ab-4c7b-a2a9-920d4479d5f7.jpg";1;0
114;"이섭의 연애";" #로맨스 #재벌 #오피스로맨스 #사내연애 #까칠남 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=813454";0;0;0;"https://image-comic.pstatic.net/webtoon/813454/thumbnail/thumbnail_IMAG21_5bb6458f-1629-4e91-bbbd-c8c3bca738b8.jpg";1;0
115;"유사연애";" #로맨스 #요즘핫한추천작 #폭스남 #고자극로맨스 #2030연애 #현실로맨스  ";"https://comic.naver.com/webtoon/list?titleId=804653";0;0;0;"https://image-comic.pstatic.net/webtoon/804653/thumbnail/thumbnail_IMAG21_245d93e8-07c6-4229-9e51-bb813a307610.jpg";1;0
116;"놓지마 정신줄 시즌3";" #개그 #드라마&영화 원작웹툰 ";"https://comic.naver.com/webtoon/list?titleId=801589";0;0;0;"https://image-comic.pstatic.net/webtoon/801589/thumbnail/thumbnail_IMAG21_1b439234-e17d-4fb8-9eef-5d2d4173234c.jpg";1;0
117;"저 그런 인재 아닙니다";" #판타지 #세계관 #이세계 #다크히어로 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=802840";0;0;0;"https://image-comic.pstatic.net/webtoon/802840/thumbnail/thumbnail_IMAG21_1ae41652-be65-4c1d-be08-8df716aaa41c.jpg";1;0
118;"로맨스 당도 백퍼센트";" #일상 #러블리 #짝사랑 #2030연애 #로맨스코미디 #현실로맨스 #하이퍼리얼리즘 ";"https://comic.naver.com/webtoon/list?titleId=814398";0;0;0;"https://image-comic.pstatic.net/webtoon/814398/thumbnail/thumbnail_IMAG21_23b64b71-1d91-4326-982c-1480462c01e6.jpg";1;0
119;"원주민 공포만화";" #스릴러 #괴담 ";"https://comic.naver.com/webtoon/list?titleId=698918";0;0;0;"https://image-comic.pstatic.net/webtoon/698918/thumbnail/thumbnail_IMAG21_3689346629442483042.jpg";1;0
120;"올가미";" #드라마 #폭스남 #집착물 #고자극로맨스 #혐관로맨스 #인외존재 #뱀파이어 ";"https://comic.naver.com/webtoon/list?titleId=732988";0;0;0;"https://image-comic.pstatic.net/webtoon/732988/thumbnail/thumbnail_IMAG21_eda8ea4b-fdc8-411d-9f28-09e450cc06c5.jpg";1;0
121;"호랑이 들어와요";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=757904";0;0;0;"https://image-comic.pstatic.net/webtoon/757904/thumbnail/thumbnail_IMAG21_f3e09476-b052-4599-b619-4b2aba154143.jpg";1;0
122;"신입사원 김철수";" #판타지 #타임슬립 #힐링 #직업드라마 #회귀 #복수극 #두뇌싸움 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=812594";0;0;0;"https://image-comic.pstatic.net/webtoon/812594/thumbnail/thumbnail_IMAG21_7dd78989-bb75-49e9-baa9-cbc5e918af00.jpg";1;0
123;"랜덤채팅의 그녀!";" #드라마 #학원물 ";"https://comic.naver.com/webtoon/list?titleId=702608";0;0;0;"https://image-comic.pstatic.net/webtoon/702608/thumbnail/thumbnail_IMAG21_7005692479348499809.jpg";1;0
124;"집착남주의 전부인이 되었습니다";" #로맨스 #집착물 #빙의 #로판 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=813922";0;0;0;"https://image-comic.pstatic.net/webtoon/813922/thumbnail/thumbnail_IMAG21_df1e3434-59bd-454c-9e3c-ee99bf8408ea.jpg";1;0
125;"이상형";" #드라마 #하이퍼리얼리즘 #삼각관계 ";"https://comic.naver.com/webtoon/list?titleId=814298";0;0;0;"https://image-comic.pstatic.net/webtoon/814298/thumbnail/thumbnail_IMAG21_7896dd49-b0c2-4f5d-9505-aa576656a919.jpg";1;0
126;"시체기사 군터";" #액션 #인외존재 #뱀파이어 #다크판타지 ";"https://comic.naver.com/webtoon/list?titleId=798326";0;0;0;"https://image-comic.pstatic.net/webtoon/798326/thumbnail/thumbnail_IMAG21_b64bc0f5-24d2-4c78-8654-bd2b08860108.jpg";1;0
127;"우리 집 고양이 보고 갈래?";" #로맨스 #요즘핫한추천작 #2022 지상최대공모전 #무해한 #회귀 #캠퍼스로맨스  ";"https://comic.naver.com/webtoon/list?titleId=805743";0;0;0;"https://image-comic.pstatic.net/webtoon/805743/thumbnail/thumbnail_IMAG21_07ec1df5-1d1b-41e9-8507-d8bed34fc5c7.jpg";1;0
128;"윌유메리미";" #일상 ";"https://comic.naver.com/webtoon/list?titleId=616239";0;0;0;"https://image-comic.pstatic.net/webtoon/616239/thumbnail/thumbnail_IMAG21_7c320dd0-7f6e-4645-b82b-e46752ed7375.jpg";1;0
129;"백씨세가 시한부 공자";" #판타지 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=814535";0;0;0;"https://image-comic.pstatic.net/webtoon/814535/thumbnail/thumbnail_IMAG21_20cd5f4e-09d2-4ebc-be63-c3368c46354f.jpg";1;0
130;"신과함께 돌아온 기사왕님";" #개그 #먼치킨 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=809618";0;0;0;"https://image-comic.pstatic.net/webtoon/809618/thumbnail/thumbnail_IMAG21_118a7124-11b6-4eed-b04a-20ee139256c1.jpg";1;0
131;"체탐자";" #무협/사극 #소년왕도물 ";"https://comic.naver.com/webtoon/list?titleId=814834";0;0;0;"https://image-comic.pstatic.net/webtoon/814834/thumbnail/thumbnail_IMAG21_6e0ec9df-5747-4cbf-a083-7b13ce5f9741.jpg";1;0
132;"거짓말의 뉘앙스";" #드라마 #2022 지상최대공모전 #후회물 #하이퍼리얼리즘 #인플루언서 ";"https://comic.naver.com/webtoon/list?titleId=809261";0;0;0;"https://image-comic.pstatic.net/webtoon/809261/thumbnail/thumbnail_IMAG21_b2d4a5c0-3026-4560-b3ee-add80e181536.jpg";1;0
133;"로잘린 보가트";" #로맨스 #고자극로맨스 #궁중로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=797582";0;0;0;"https://image-comic.pstatic.net/webtoon/797582/thumbnail/thumbnail_IMAG21_c1588ed1-f012-4592-ae45-ff9b177fe9f9.jpg";1;0
134;"사표내고 이계에서 힐링합니다";" #판타지 #이세계 #음식&요리 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=800726";0;0;0;"https://image-comic.pstatic.net/webtoon/800726/thumbnail/thumbnail_IMAG21_f8d6b47c-3af0-49ef-9aa7-3b6ea28e4aa8.jpg";1;0
135;"하우스키퍼";" #판타지 #슈퍼스트링 #아포칼립스 #sf #먼치킨 #감염 ";"https://comic.naver.com/webtoon/list?titleId=723046";0;0;0;"https://image-comic.pstatic.net/webtoon/723046/thumbnail/thumbnail_IMAG21_c9dc9f1e-6e34-4ae8-9ea3-e94dda2dbef5.jpg";1;0
136;"짝사랑의 마침표";" #로맨스 #짝사랑 #하이틴 ";"https://comic.naver.com/webtoon/list?titleId=789682";0;0;0;"https://image-comic.pstatic.net/webtoon/789682/thumbnail/thumbnail_IMAG21_764560de-de68-45ee-816f-fe376fbe4f60.jpg";1;0
137;"렌탈히어로";" #액션 ";"https://comic.naver.com/webtoon/list?titleId=808804";0;0;0;"https://image-comic.pstatic.net/webtoon/808804/thumbnail/thumbnail_IMAG21_2af53eb3-eb52-40e7-b1d9-7b4fccfba9af.jpg";1;0
138;"빅맨";" #스포츠 #농구 #스포츠성장 ";"https://comic.naver.com/webtoon/list?titleId=753839";0;0;0;"https://image-comic.pstatic.net/webtoon/753839/thumbnail/thumbnail_IMAG21_3835153067459896165.jpg";1;0
139;"빌런투킬";" #판타지 #피카레스크 #사이다 #이능력배틀물 #소년왕도물 #복수극 ";"https://comic.naver.com/webtoon/list?titleId=765156";0;0;0;"https://image-comic.pstatic.net/webtoon/765156/thumbnail/thumbnail_IMAG21_09f17695-7f1a-43c1-9515-3debf026e2ed.jpg";1;0
140;"연우의 순정";" #감성 #다정남 #걸크러시 ";"https://comic.naver.com/webtoon/list?titleId=752532";0;0;0;"https://image-comic.pstatic.net/webtoon/752532/thumbnail/thumbnail_IMAG21_e0dbfa33-e13c-4adc-bf63-a5b26b4a2a3e.jpg";1;0
141;"짐승의 꽃";" #로맨스 #고자극로맨스 #2030연애 #로판 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=805334";0;0;0;"https://image-comic.pstatic.net/webtoon/805334/thumbnail/thumbnail_IMAG21_1a7f9687-e04f-4ac8-8f50-ac58275a2295.jpg";1;0
142;"해골협객";" #무협/사극 #차원이동 #판무 #좀비 #빙의 ";"https://comic.naver.com/webtoon/list?titleId=808388";0;0;0;"https://image-comic.pstatic.net/webtoon/808388/thumbnail/thumbnail_IMAG21_741d216d-75b8-4a81-93c5-1f6d6f697ed2.jpg";1;0
143;"은주의 방 2~3부";" #드라마 #드라마&영화 원작웹툰 ";"https://comic.naver.com/webtoon/list?titleId=654138";0;0;0;"https://image-comic.pstatic.net/webtoon/654138/thumbnail/thumbnail_IMAG21_3559587746721839161.jpg";1;0
144;"애옹식당";" #일상 #무해한 #힐링 #음식&요리 #성장드라마 #동물 ";"https://comic.naver.com/webtoon/list?titleId=785703";0;0;0;"https://image-comic.pstatic.net/webtoon/785703/thumbnail/thumbnail_IMAG21_020a4de1-984b-4343-8735-55970b9fda68.jpg";1;0
145;"에이머";" #판타지 #두뇌싸움 ";"https://comic.naver.com/webtoon/list?titleId=400739";0;0;0;"https://image-comic.pstatic.net/webtoon/400739/thumbnail/thumbnail_IMAG21_b5046846-5af7-48a9-9b20-b0b07cf0c904.jpeg";1;0
146;"웅크";" #감성 #무해한 #힐링 ";"https://comic.naver.com/webtoon/list?titleId=800506";0;0;0;"https://image-comic.pstatic.net/webtoon/800506/thumbnail/thumbnail_IMAG21_21640049-34da-44e5-82d7-bbb7aca3a3f8.jpg";1;0
147;"왕게임";" #액션 #블루스트링 #학원물 #서스펜스 ";"https://comic.naver.com/webtoon/list?titleId=798101";0;0;0;"https://image-comic.pstatic.net/webtoon/798101/thumbnail/thumbnail_IMAG21_766e3761-228a-4c04-97b8-6f0ef13cf35b.jpg";1;0
148;"반대로 끌리는 사이";" #로맨스 #무해한 #햇살캐 #다정남 #로맨스코미디 #2021 지상최대공모전 #힐링  ";"https://comic.naver.com/webtoon/list?titleId=808454";0;0;0;"https://image-comic.pstatic.net/webtoon/808454/thumbnail/thumbnail_IMAG21_5bd6216a-9baa-4859-bc6e-3f224badb74a.jpg";1;0
149;"로맨스가 가능해?";" #로맨스 #2030연애 #로맨스코미디 #청춘로맨스 #선결혼후연애 #걸크러시  ";"https://comic.naver.com/webtoon/list?titleId=803010";0;0;0;"https://image-comic.pstatic.net/webtoon/803010/thumbnail/thumbnail_IMAG21_39c36855-22e9-43eb-b0af-65fe8204d568.jpg";1;0
150;"그냥 선생님";" #일상 ";"https://comic.naver.com/webtoon/list?titleId=804333";0;0;0;"https://image-comic.pstatic.net/webtoon/804333/thumbnail/thumbnail_IMAG21_b39d8b31-ca85-492f-8588-c766aa2b3c27.jpg";1;0
151;"배드 엔딩 메이커";" #판타지 #피카레스크 #게임판타지 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=812017";0;0;0;"https://image-comic.pstatic.net/webtoon/812017/thumbnail/thumbnail_IMAG21_81b7c01e-af62-44de-af3f-9010104f9843.jpg";1;0
152;"폭군의 심장을 쥐었다";" #로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=813121";0;0;0;"https://image-comic.pstatic.net/webtoon/813121/thumbnail/thumbnail_IMAG21_4d99dac0-e646-4c42-ba34-25dc3f5fa405.jpg";1;0
153;"내남친 킹카만들기";" #로맨스 #환골탈태 #로맨스코미디 #2021 지상최대공모전 ";"https://comic.naver.com/webtoon/list?titleId=791126";0;0;0;"https://image-comic.pstatic.net/webtoon/791126/thumbnail/thumbnail_IMAG21_b3c5cfcc-aba4-4ba6-b010-8c740c2cbc85.jpg";1;0
154;"제로게임";" #판타지 #최강자전 #2015 최강자전 #두뇌싸움 #걸크러시 ";"https://comic.naver.com/webtoon/list?titleId=676695";0;0;0;"https://image-comic.pstatic.net/webtoon/676695/thumbnail/thumbnail_IMAG21_68b97d1b-2b65-4b2c-a5a0-6aa60d4602de.jpg";1;0
155;"윗집 그 남자";" #스릴러 #해외작품 #집착물 ";"https://comic.naver.com/webtoon/list?titleId=809579";0;0;0;"https://image-comic.pstatic.net/webtoon/809579/thumbnail/thumbnail_IMAG21_424dd48b-0c3d-4100-8fa9-cd37f95e81aa.jpg";1;0
156;"랜덤타겟";" #로맨스 ";"https://comic.naver.com/webtoon/list?titleId=807582";0;0;0;"https://image-comic.pstatic.net/webtoon/807582/thumbnail/thumbnail_IMAG21_1c7a2387-173f-4def-8764-f3060c169275.jpg";1;0
157;"주인님을 잡아먹는 방법";" #로맨스 #직진남 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=794105";0;0;0;"https://image-comic.pstatic.net/webtoon/794105/thumbnail/thumbnail_IMAG21_bc1d4038-94fc-428c-8e78-e2cb9ab3643e.jpg";1;0
158;"그 남학생에게 고백하지 마십시오";" #로맨스 #성장물 #2022 지상최대공모전 #무해한 #러블리 #학원로맨스 #빙의   ";"https://comic.naver.com/webtoon/list?titleId=814885";0;0;0;"https://image-comic.pstatic.net/webtoon/814885/thumbnail/thumbnail_IMAG21_d51ba02b-f270-46f5-9a92-fc5257f4665a.jpg";1;0
159;"팀장님은 신혼이 피곤하다";" #로맨스 #짝사랑 #로맨스코미디 #계약연애 #오피스로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=804868";0;0;0;"https://image-comic.pstatic.net/webtoon/804868/thumbnail/thumbnail_IMAG21_ea78afa0-0987-46e8-901c-6f0aef44bc0c.jpg";1;0
160;"아이즈";" #액션 #2019 지상최대공모전 #이능력배틀물 #인외존재 ";"https://comic.naver.com/webtoon/list?titleId=767908";0;0;0;"https://image-comic.pstatic.net/webtoon/767908/thumbnail/thumbnail_IMAG21_133544d1-6655-47ac-99ce-00da2f3cdc17.jpg";1;0
161;"착한 여자 안선해";" #드라마 #성장드라마 #감성드라마 ";"https://comic.naver.com/webtoon/list?titleId=812576";0;0;0;"https://image-comic.pstatic.net/webtoon/812576/thumbnail/thumbnail_IMAG21_91557fba-c1c9-4391-a066-2f43f44a4608.jpg";1;0
162;"여우자매";" #판타지 #동양풍판타지 ";"https://comic.naver.com/webtoon/list?titleId=797413";0;0;0;"https://image-comic.pstatic.net/webtoon/797413/thumbnail/thumbnail_IMAG21_f04539ee-5166-4337-bd33-10f41d2713fa.jpg";1;0
163;"우투리: THE LEGACY";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=797819";0;0;0;"https://image-comic.pstatic.net/webtoon/797819/thumbnail/thumbnail_IMAG21_2efb3bf2-b392-4c9d-8662-f0c493ddafe3.jpg";1;0
164;"이 결혼, 새로고침";" #로맨스 #계약연애 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=797259";0;0;0;"https://image-comic.pstatic.net/webtoon/797259/thumbnail/thumbnail_IMAG21_4135202076969481273.jpg";1;0
165;"필리아로제 - 가시왕관의 예언";" #판타지 #레드아이스 스튜디오 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=773793";0;0;0;"https://image-comic.pstatic.net/webtoon/773793/thumbnail/thumbnail_IMAG21_06d14210-4e71-4ae1-97a7-62071c3e90bc.jpg";1;0
166;"햄버거가 제일 좋아";" #로맨스 #현실로맨스 #청춘로맨스 #연상연하 #삼각관계 ";"https://comic.naver.com/webtoon/list?titleId=801820";0;0;0;"https://image-comic.pstatic.net/webtoon/801820/thumbnail/thumbnail_IMAG21_82855003-8d89-45b6-8a8b-55c4cbbd8ad2.jpg";1;0
167;"자매의 사생활";" #로맨스 #재벌 #고자극로맨스 #2030연애 #로맨스코미디 #혐관로맨스 #계약연애 ";"https://comic.naver.com/webtoon/list?titleId=812121";0;0;0;"https://image-comic.pstatic.net/webtoon/812121/thumbnail/thumbnail_IMAG21_8d4a2ffb-4ce5-4a27-8554-462ae7055592.jpg";1;0
168;"붉은 이정표";" #액션 #사이다 #동양풍판타지 #복수극 #먼치킨 ";"https://comic.naver.com/webtoon/list?titleId=790776";0;0;0;"https://image-comic.pstatic.net/webtoon/790776/thumbnail/thumbnail_IMAG21_683f454e-5f7a-416b-936b-8a06cb1c3cae.jpeg";1;0
169;"원포인트";" #스포츠 #동아리 #스포츠성장 ";"https://comic.naver.com/webtoon/list?titleId=807314";0;0;0;"https://image-comic.pstatic.net/webtoon/807314/thumbnail/thumbnail_IMAG21_176143e6-3d43-495d-b60e-4dae06bc10e2.jpg";1;0
170;"대리게임";" #스릴러 #게임판타지 #학원물 #복수극 ";"https://comic.naver.com/webtoon/list?titleId=809263";0;0;0;"https://image-comic.pstatic.net/webtoon/809263/thumbnail/thumbnail_IMAG21_10493e4c-e4b5-4aac-b1ed-4acd07879e54.jpg";1;0
171;"공작저의 붉은 밤";" #로맨스 #선결혼후연애 #뱀파이어 #로판 #구원서사 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=805671";0;0;0;"https://image-comic.pstatic.net/webtoon/805671/thumbnail/thumbnail_IMAG21_8be4a557-d691-48b1-8445-199e6c0c5dbd.jpg";1;0
172;"은밀한 재택근무";" #로맨스 #재벌 #2030연애 #로맨스코미디 #현실로맨스 #친구>연인 #직진남     ";"https://comic.naver.com/webtoon/list?titleId=807858";0;0;0;"https://image-comic.pstatic.net/webtoon/807858/thumbnail/thumbnail_IMAG21_6f8082ba-9afe-491f-98d6-8b7b7fafb991.jpg";1;0
173;"원수가 나를 유혹할 때";" #로맨스 #폭스남 #2030연애 #로맨스코미디 #회귀 #직진남 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=797943";0;0;0;"https://image-comic.pstatic.net/webtoon/797943/thumbnail/thumbnail_IMAG21_6733cb7f-79aa-4ecd-8a22-ed34a17684d8.jpg";1;0
174;"죽었던 너와 다시 시작하기";" #로맨스 #2022 지상최대공모전 #다정남 #집착물 #2030연애 #캠퍼스로맨스 ";"https://comic.naver.com/webtoon/list?titleId=812731";0;0;0;"https://image-comic.pstatic.net/webtoon/812731/thumbnail/thumbnail_IMAG21_e79b69fe-3380-49e2-a3af-ac2b7b42f055.jpg";1;0
175;"돌격! 용마치킨";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=805974";0;0;0;"https://image-comic.pstatic.net/webtoon/805974/thumbnail/thumbnail_IMAG21_7794debf-da11-42fd-9126-13723f239794.jpg";1;0
176;"뿌리를 찾아서";" #무협/사극 ";"https://comic.naver.com/webtoon/list?titleId=815272";0;0;0;"https://image-comic.pstatic.net/webtoon/815272/thumbnail/thumbnail_IMAG21_03160f7c-5ce1-4444-8a7b-e8a16fbc5ba1.jpg";1;0
177;"동경과 거짓말";" #드라마 #음악 #2021 지상최대공모전 #성장드라마 #구원서사 ";"https://comic.naver.com/webtoon/list?titleId=809006";0;0;0;"https://image-comic.pstatic.net/webtoon/809006/thumbnail/thumbnail_IMAG21_5f9fb10f-61bf-45bb-82cd-834b4252975f.jpg";1;0
178;"왕자님 짠내밥상";" #드라마 ";"https://comic.naver.com/webtoon/list?titleId=810561";0;0;0;"https://image-comic.pstatic.net/webtoon/810561/thumbnail/thumbnail_IMAG21_b93e29dc-335c-4c38-afa9-074c581273cc.jpg";1;0
179;"DARK MOON: 회색 도시";" #판타지 #세계관 #느와르 #다크판타지 ";"https://comic.naver.com/webtoon/list?titleId=802872";0;0;0;"https://image-comic.pstatic.net/webtoon/802872/thumbnail/thumbnail_IMAG21_c80f6d62-0971-4806-9aa5-9cc0d9e5599e.jpg";1;0
180;"너의 순정, 나의 순정";" #로맨스 #학원로맨스 ";"https://comic.naver.com/webtoon/list?titleId=797258";0;0;0;"https://image-comic.pstatic.net/webtoon/797258/thumbnail/thumbnail_IMAG21_7293970135255232568.jpg";1;0
181;"AI 유하";" #로맨스 #아이돌연애 #로맨스코미디 #현실로맨스 #연예계 #삼각관계 ";"https://comic.naver.com/webtoon/list?titleId=800400";0;0;0;"https://image-comic.pstatic.net/webtoon/800400/thumbnail/thumbnail_IMAG21_bb74c497-7fa9-48c2-9f4f-4438317ff0c8.jpg";1;0
182;"헥토파스칼";" #액션 #복수극 #느와르 ";"https://comic.naver.com/webtoon/list?titleId=799250";0;0;0;"https://image-comic.pstatic.net/webtoon/799250/thumbnail/thumbnail_IMAG21_cc84475a-58c8-4e66-a26b-2a08be6a1f24.jpg";1;0
183;"화산귀환";" #무협/사극 #세계관 #동양풍판타지 #회귀 #힘숨찐 #이세계 #먼치킨 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=769209";0;0;0;"https://image-comic.pstatic.net/webtoon/769209/thumbnail/thumbnail_IMAG21_3511dcdd-6e33-4171-8839-598d6d266215.jpg";1;0
184;"무직백수 계백순";" #개그 #요즘핫한추천작 ";"https://comic.naver.com/webtoon/list?titleId=811721";1;0;0;"https://image-comic.pstatic.net/webtoon/811721/thumbnail/thumbnail_IMAG21_9a2a959a-666b-4156-8e4f-db64dfe319c6.jpg";1;0
185;"전지적 독자 시점";" #판타지 #세계관 #레드아이스 스튜디오 #아포칼립스 #게임판타지 #헌터물     ";"https://comic.naver.com/webtoon/list?titleId=747269";0;0;0;"https://image-comic.pstatic.net/webtoon/747269/thumbnail/thumbnail_IMAG21_aabd9952-ff45-47a2-a543-33f19a5c6708.jpg";1;0
186;"성스러운 작가생활";" ";"https://comic.naver.com/webtoon/list?titleId=807859";0;0;0;"https://image-comic.pstatic.net/webtoon/807859/thumbnail/thumbnail_IMAG21_f76458b0-e807-480e-b44c-3437d9888a75.jpg";1;0
187;"헬퍼 2 : 킬베로스";" ";"https://comic.naver.com/webtoon/list?titleId=670143";0;0;0;"https://image-comic.pstatic.net/webtoon/670143/thumbnail/thumbnail_IMAG21_12d5d293-d54d-4022-8e00-c97c5779c701.jpg";1;0
188;"백XX";" #액션 #지금추천작 #범죄 ";"https://comic.naver.com/webtoon/list?titleId=804862";0;0;0;"https://image-comic.pstatic.net/webtoon/804862/thumbnail/thumbnail_IMAG21_e2814dcb-83ae-477a-9149-d20fad5bdf92.jpg";1;0
189;"마님이네 미국 시골집 이야기";" #일상 #러블리 #힐링 #동물 ";"https://comic.naver.com/webtoon/list?titleId=814048";0;0;0;"https://image-comic.pstatic.net/webtoon/814048/thumbnail/thumbnail_IMAG21_234ffc80-64de-4765-b059-6888ae0a9fae.jpg";1;0
190;"캐슬2:만인지상";" #액션 #요즘핫한추천작 #지금추천작 #범죄 #사이다 #복수극 #먼치킨 #느와르 ";"https://comic.naver.com/webtoon/list?titleId=807178";0;0;0;"https://image-comic.pstatic.net/webtoon/807178/thumbnail/thumbnail_IMAG21_28fcfb22-aae7-41b4-8767-05f6dd176b03.jpg";1;0
